cik,former_name,from_date,to_date
0001533998,LabStyle Innovations Corp.,2011-11-01T00:00:00.000Z,2016-07-27T00:00:00.000Z
0001596812,Bioblast Pharma Ltd.,2016-10-24T00:00:00.000Z,2019-03-18T00:00:00.000Z
0001596812,BIO BLAST PHARMA LTD.,2014-02-07T00:00:00.000Z,2016-09-12T00:00:00.000Z
0001310488,"SILVER RIVER VENTURES, INC.",2004-12-14T00:00:00.000Z,2006-02-24T00:00:00.000Z
0000857949,DISCOVERY TECHNOLOGIES INC,2007-12-05T00:00:00.000Z,2008-02-01T00:00:00.000Z
0000857949,DISCOVERY TECHNOLOGIES INC /KS/,1996-09-06T00:00:00.000Z,2007-11-09T00:00:00.000Z
0001126234,NEWLINK GENETICS CORP,2002-02-07T00:00:00.000Z,2020-03-20T00:00:00.000Z
0001695295,Innovation Acquisition One Corp,2017-04-25T00:00:00.000Z,2018-01-09T00:00:00.000Z
0001701756,"Muscle Maker, Inc.",2017-03-30T00:00:00.000Z,2023-07-24T00:00:00.000Z
0001815849,Fortress Value Acquisition Corp. II,2020-06-24T00:00:00.000Z,2021-06-09T00:00:00.000Z
0001780731,"Global Internet of People, Inc.",2019-06-28T00:00:00.000Z,2022-07-14T00:00:00.000Z
0001030471,UTSTARCOM INC,1999-12-20T00:00:00.000Z,2011-07-08T00:00:00.000Z
0001437517,ADVANCED CREDIT TECHNOLOGIES INC,2008-06-10T00:00:00.000Z,2019-12-31T00:00:00.000Z
0000899782,NUVEEN MISSOURI PREMIUM INCOME MUNICIPAL FUND,1995-09-29T00:00:00.000Z,2016-10-28T00:00:00.000Z
0001824893,Consonance-HFW Acquisition Corp.,2020-09-18T00:00:00.000Z,2021-08-11T00:00:00.000Z
0001481241,Diana Containerships Inc.,2010-04-15T00:00:00.000Z,2019-02-25T00:00:00.000Z
0001397047,"Anchor Funding Services, Inc.",2007-04-30T00:00:00.000Z,2013-10-22T00:00:00.000Z
0001517496,500.com Ltd,2013-10-22T00:00:00.000Z,2021-04-05T00:00:00.000Z
0001517496,500wan.com Ltd,2012-12-07T00:00:00.000Z,2013-09-19T00:00:00.000Z
0000830616,SUPERCONDUCTIVE COMPONENTS INC,2000-09-28T00:00:00.000Z,2007-08-27T00:00:00.000Z
0001218683,"Wize Pharma, Inc.",2017-11-21T00:00:00.000Z,2021-03-16T00:00:00.000Z
0001218683,"OphthaliX, Inc.",2012-02-09T00:00:00.000Z,2017-11-14T00:00:00.000Z
0001218683,DENALI CONCRETE MANAGEMENT INC,2003-02-18T00:00:00.000Z,2012-02-06T00:00:00.000Z
0001103795,SAVE THE WORLD AIR INC,2000-11-28T00:00:00.000Z,2015-08-07T00:00:00.000Z
0001433551,"Go Silver Toprich, Inc.",2021-07-12T00:00:00.000Z,2021-07-12T00:00:00.000Z
0001433551,Sino Green Land Corp,2009-04-22T00:00:00.000Z,2020-01-08T00:00:00.000Z
0001433551,HENRY COUNTY PLYWOOD CORP,2009-01-21T00:00:00.000Z,2009-03-23T00:00:00.000Z
0001433551,Henry County Plywood Corp,2009-01-21T00:00:00.000Z,2009-03-23T00:00:00.000Z
0000894871,"theMaven, Inc.",2017-01-30T00:00:00.000Z,2022-02-07T00:00:00.000Z
0000894871,INTEGRATED SURGICAL SYSTEMS INC,1996-07-30T00:00:00.000Z,2016-12-09T00:00:00.000Z
0001295514,WESTERN EXPLORATION INC.,2004-08-12T00:00:00.000Z,2005-10-13T00:00:00.000Z
0001757715,"Mohawk Group Holdings, Inc.",2018-11-02T00:00:00.000Z,2021-04-30T00:00:00.000Z
0001580063,"PROGENITY, INC.",2015-06-17T00:00:00.000Z,2022-04-19T00:00:00.000Z
0001580063,"ASCENDANT MDX, INC.",2013-06-27T00:00:00.000Z,2013-06-28T00:00:00.000Z
0000895464,MAGNA LAB INC,1996-06-28T00:00:00.000Z,2020-12-04T00:00:00.000Z
0000844856,VAPOR CORP.,2010-01-07T00:00:00.000Z,2017-03-03T00:00:00.000Z
0000844856,MILLER DIVERSIFIED CORP,1996-12-16T00:00:00.000Z,2010-01-05T00:00:00.000Z
0001445831,JUDO Capital Corp.,2017-03-29T00:00:00.000Z,2020-11-02T00:00:00.000Z
0001445831,"Classic Rules Judo Championships, Inc.",2010-06-11T00:00:00.000Z,2017-03-16T00:00:00.000Z
0001463361,"Cenexys, Inc.",2013-07-15T00:00:00.000Z,2013-07-15T00:00:00.000Z
0001463361,Forge Inc,2009-05-05T00:00:00.000Z,2009-05-05T00:00:00.000Z
0001705402,"AGM GROUP HOLDING, INC.",2017-05-15T00:00:00.000Z,2017-05-15T00:00:00.000Z
0001070050,AppTech Corp.,2011-09-01T00:00:00.000Z,2021-12-13T00:00:00.000Z
0001070050,Natural Nutrition Inc.,2006-11-03T00:00:00.000Z,2009-07-23T00:00:00.000Z
0001070050,"CSI Business Finance, Inc.",2005-10-18T00:00:00.000Z,2006-09-21T00:00:00.000Z
0001070050,HEALTH EXPRESS USA INC,1999-12-22T00:00:00.000Z,2005-09-16T00:00:00.000Z
0001595527,"New York City REIT, Inc.",2019-03-15T00:00:00.000Z,2023-01-24T00:00:00.000Z
0001595527,"American Realty Capital New York City REIT, Inc.",2014-02-18T00:00:00.000Z,2018-12-21T00:00:00.000Z
0001595527,"American Realty Captal New York City REIT, Inc.",2014-01-16T00:00:00.000Z,2014-02-26T00:00:00.000Z
0001799191,DFP HEALTHCARE ACQUISITIONS CORP.,2020-01-14T00:00:00.000Z,2021-11-12T00:00:00.000Z
0001447380,COMMERCETEL CORP,2010-10-08T00:00:00.000Z,2012-08-14T00:00:00.000Z
0001447380,ARES VENTURES CORP.,2008-10-20T00:00:00.000Z,2010-08-16T00:00:00.000Z
0001514443,"HEALTH REVENUE ASSURANCE HOLDINGS, INC.",2012-03-09T00:00:00.000Z,2022-03-21T00:00:00.000Z
0001514443,"ANVEX INTERNATIONAL, INC.",2011-03-24T00:00:00.000Z,2012-04-16T00:00:00.000Z
0000320017,"Caladrius Biosciences, Inc.",2017-08-10T00:00:00.000Z,2022-09-15T00:00:00.000Z
0000320017,"CALADRIUS BIOSCIENCES, INC.",2017-08-10T00:00:00.000Z,2022-09-15T00:00:00.000Z
0000320017,"NeoStem, Inc.",2006-09-06T00:00:00.000Z,2015-06-05T00:00:00.000Z
0000320017,PHASE III MEDICAL INC/DE,2003-09-09T00:00:00.000Z,2006-09-01T00:00:00.000Z
0000320017,CORNICHE GROUP INC /DE,1995-11-24T00:00:00.000Z,2003-08-14T00:00:00.000Z
0001413898,A. H. Belo CORP,2013-02-11T00:00:00.000Z,2021-06-29T00:00:00.000Z
0001413898,A. H. Belo Corp,2013-02-11T00:00:00.000Z,2021-06-29T00:00:00.000Z
0001841209,Golden Path Acquisition Corp,2021-02-02T00:00:00.000Z,2022-09-16T00:00:00.000Z
0000315958,NEW GENERATION FOODS INC,1996-08-14T00:00:00.000Z,1999-04-02T00:00:00.000Z
0001662774,"Cortexyme, Inc.",2016-01-05T00:00:00.000Z,2022-08-01T00:00:00.000Z
0001553788,"Canfield Medical Supply, Inc.",2012-07-12T00:00:00.000Z,2020-08-05T00:00:00.000Z
0001876945,TPCO Holding Corp.,2021-08-09T00:00:00.000Z,2023-07-10T00:00:00.000Z
0001103833,"MICRO BIO-MEDICAL WASTE SYSTEMS, INC.",2006-05-24T00:00:00.000Z,2007-11-26T00:00:00.000Z
0001103833,20/20 NETWORKS INC,2003-03-31T00:00:00.000Z,2006-05-23T00:00:00.000Z
0001103833,20/20 WEB DESIGN INC,2000-08-30T00:00:00.000Z,2003-02-10T00:00:00.000Z
0001840780,Leo Holdings III Corp.,2021-01-21T00:00:00.000Z,2021-11-22T00:00:00.000Z
0001084267,ACE MARKETING & PROMOTIONS INC,2003-11-24T00:00:00.000Z,2013-09-11T00:00:00.000Z
0001355736,Vanc Pharmaceuticals Inc.,2014-09-12T00:00:00.000Z,2018-10-05T00:00:00.000Z
0001355736,NUVA Pharmaceuticals Inc.,2014-01-16T00:00:00.000Z,2014-06-17T00:00:00.000Z
0001355736,ALDA Pharmaceuticals Corp.,2006-03-20T00:00:00.000Z,2013-10-29T00:00:00.000Z
0000894556,"GENERAL ENTERTAINMENT VENTURES, INC",2021-05-18T00:00:00.000Z,2021-10-08T00:00:00.000Z
0000894556,"GENERAL ENVIRONMENTAL MANAGEMENT, INC",2005-04-27T00:00:00.000Z,2021-04-15T00:00:00.000Z
0000894556,ULTRONICS CORP,1996-08-08T00:00:00.000Z,2005-04-18T00:00:00.000Z
0001134982,PREVENTION INSURANCE COM,2001-12-13T00:00:00.000Z,2023-08-14T00:00:00.000Z
0001134982,PREVENTION INSURANCE COM INC,2008-01-11T00:00:00.000Z,2022-04-08T00:00:00.000Z
0000732026,TRIO TECH INTERNATIONAL,1995-05-12T00:00:00.000Z,2014-09-29T00:00:00.000Z
0001825349,RON Holding Ltd,2020-09-30T00:00:00.000Z,2020-09-30T00:00:00.000Z
0001425287,AMP Holding Inc.,2010-05-25T00:00:00.000Z,2015-04-08T00:00:00.000Z
0001425287,"Title Starts Online, Inc.",2008-02-04T00:00:00.000Z,2010-05-25T00:00:00.000Z
0001641631,"AIT Therapeutics, Inc.",2017-01-20T00:00:00.000Z,2019-06-18T00:00:00.000Z
0001641631,"KokiCare, Inc.",2015-05-08T00:00:00.000Z,2016-12-16T00:00:00.000Z
0001500198,"Original Source Entertainment, Inc.",2010-10-04T00:00:00.000Z,2017-05-22T00:00:00.000Z
0001888980,"LEAD REAL ESTATE CO., LTD.",2022-04-08T00:00:00.000Z,2022-07-22T00:00:00.000Z
0001753391,BIGEON CORP.,2018-12-14T00:00:00.000Z,2022-12-12T00:00:00.000Z
0001134765,"True Drinks Holdings, Inc.",2013-02-01T00:00:00.000Z,2019-07-02T00:00:00.000Z
0001134765,"BAZI INTERNATIONAL, INC.",2010-08-10T00:00:00.000Z,2013-01-22T00:00:00.000Z
0001134765,"XELR8 HOLDINGS, INC.",2006-11-17T00:00:00.000Z,2010-08-02T00:00:00.000Z
0001134765,VITACUBE SYSTEMS HOLDINGS INC,2004-04-02T00:00:00.000Z,2007-03-09T00:00:00.000Z
0001134765,INSTANET INC,2001-10-04T00:00:00.000Z,2004-03-30T00:00:00.000Z
0001549145,"ALLIANCE BIOENERGY PLUS, INC.",2014-12-05T00:00:00.000Z,2021-06-24T00:00:00.000Z
0001549145,"Alliance Media Group Holdings, Inc.",2012-05-23T00:00:00.000Z,2014-11-19T00:00:00.000Z
0001845459,Graf Acquisition Corp. IV,2021-02-23T00:00:00.000Z,2023-09-29T00:00:00.000Z
0001674440,Slinger Bag Inc.,2019-12-10T00:00:00.000Z,2022-05-02T00:00:00.000Z
0001674440,LAZEX INC.,2016-11-07T00:00:00.000Z,2019-09-19T00:00:00.000Z
0001833214,Big Cypress Acquisition Corp.,2020-12-07T00:00:00.000Z,2021-10-22T00:00:00.000Z
0001262104,MARSHALL EDWARDS INC,2003-09-25T00:00:00.000Z,2012-06-06T00:00:00.000Z
0001847075,SAI.TECH Global Corp,2022-05-06T00:00:00.000Z,2024-08-15T00:00:00.000Z
0001847075,TradeUP Global Corp,2021-03-04T00:00:00.000Z,2022-05-02T00:00:00.000Z
0001474167,Cosmos Holdings Inc.,2013-10-31T00:00:00.000Z,2022-12-19T00:00:00.000Z
0001474167,PRIME ESTATES & DEVELOPMENTS INC,2009-10-20T00:00:00.000Z,2014-01-03T00:00:00.000Z
0001583648,Marika Inc.,2013-08-20T00:00:00.000Z,2014-12-18T00:00:00.000Z
0001895249,Monterey Capital Acquisition Corp,2022-01-20T00:00:00.000Z,2024-07-15T00:00:00.000Z
0001077640,WEALTH MINERALS,2004-11-02T00:00:00.000Z,2005-09-16T00:00:00.000Z
0001077640,Wealth Minerals,2004-11-02T00:00:00.000Z,2005-09-16T00:00:00.000Z
0001077640,TRIBAND RESOURCE CORP,2001-08-02T00:00:00.000Z,2004-09-02T00:00:00.000Z
0001311673,"Yacht Finders, Inc.",2005-01-06T00:00:00.000Z,2022-03-25T00:00:00.000Z
0000723533,Allied Ventures Holdings Corp.,2015-02-24T00:00:00.000Z,2016-12-29T00:00:00.000Z
0000723533,Dephasium Corp.,2013-03-05T00:00:00.000Z,2015-01-14T00:00:00.000Z
0000723533,ALLIED VENTURES HOLDING CORP.,2013-01-04T00:00:00.000Z,2013-02-05T00:00:00.000Z
0000723533,"Pay Mobile, Inc",2011-01-03T00:00:00.000Z,2012-11-13T00:00:00.000Z
0000723533,EXPERTELLIGENCE INC,1995-09-01T00:00:00.000Z,2011-03-30T00:00:00.000Z
0001493130,DOXA ENERGY LTD,2010-06-02T00:00:00.000Z,2011-07-13T00:00:00.000Z
0001436229,"Bitcoin Shop, Inc.",2015-04-28T00:00:00.000Z,2015-07-28T00:00:00.000Z
0001436229,BITCOIN SHOP INC.,2014-02-05T00:00:00.000Z,2015-04-22T00:00:00.000Z
0001436229,"TouchIT Technologies, Inc.",2010-05-24T00:00:00.000Z,2014-01-29T00:00:00.000Z
0001436229,"Hotel Management Systems, Inc.",2008-05-29T00:00:00.000Z,2010-05-18T00:00:00.000Z
0001634293,"Brilliant Acquisition,Inc.",2015-02-19T00:00:00.000Z,2015-10-15T00:00:00.000Z
0001418149,HILLCREST PETROLEUM LTD.,2016-12-14T00:00:00.000Z,2021-01-29T00:00:00.000Z
0001418149,Hillcrest Resources Ltd,2007-11-08T00:00:00.000Z,2015-01-12T00:00:00.000Z
0001580149,"NANOANTIBIOTICS, INC.",2013-07-02T00:00:00.000Z,2016-07-22T00:00:00.000Z
0000814676,CERAMICS PROCESS SYSTEMS CORP/DE/,1995-08-17T00:00:00.000Z,2007-03-15T00:00:00.000Z
0001058307,ORBSAT CORP,2019-08-19T00:00:00.000Z,2022-01-20T00:00:00.000Z
0001058307,Orbital Tracking Corp.,2015-01-09T00:00:00.000Z,2019-08-14T00:00:00.000Z
0001058307,"Great West Resources, Inc.",2014-05-14T00:00:00.000Z,2015-01-21T00:00:00.000Z
0001058307,SILVER HORN MINING LTD.,2011-05-03T00:00:00.000Z,2014-03-31T00:00:00.000Z
0001058307,"ECLIPS MEDIA TECHNOLOGIES, INC.",2010-05-17T00:00:00.000Z,2011-04-29T00:00:00.000Z
0001058307,"ECLIPS ENERGY TECHNOLOGIES, INC.",2009-03-25T00:00:00.000Z,2010-04-30T00:00:00.000Z
0001058307,"WORLD ENERGY SOLUTIONS, INC.",2005-11-15T00:00:00.000Z,2009-03-04T00:00:00.000Z
0001058307,ADVANCED 3-D ULTRASOUND SERVICES INC,2005-08-19T00:00:00.000Z,2005-11-14T00:00:00.000Z
0001058307,YSEEK INC,2001-04-13T00:00:00.000Z,2005-08-09T00:00:00.000Z
0001058307,SWIFTY CARWASH & QUIK LUBE INC,1998-11-23T00:00:00.000Z,2001-03-29T00:00:00.000Z
0001537435,TECOGEN INC,2011-12-22T00:00:00.000Z,2013-03-27T00:00:00.000Z
0000845385,REGAL ONE CORP,2009-08-05T00:00:00.000Z,2015-03-12T00:00:00.000Z
0000845385,REGAL ONE Corp,2009-08-05T00:00:00.000Z,2015-03-12T00:00:00.000Z
0001096275,"Worksport, Ltd",2020-07-07T00:00:00.000Z,2021-05-17T00:00:00.000Z
0001096275,"Franchise Holdings International, Inc.",2009-08-05T00:00:00.000Z,2020-07-02T00:00:00.000Z
0001096275,TMANGLOBAL COM INC,1999-10-13T00:00:00.000Z,2009-05-06T00:00:00.000Z
0000314227,"Ozone Man, Inc.",2008-01-22T00:00:00.000Z,2009-03-31T00:00:00.000Z
0000314227,RPS GROUP INC,2002-10-02T00:00:00.000Z,2002-10-02T00:00:00.000Z
0001842939,ALPHA HEALTHCARE ACQUISITION CORP III,2021-02-02T00:00:00.000Z,2023-07-20T00:00:00.000Z
0001477960,Blue Chip Technologies Corp.,2024-02-05T00:00:00.000Z,2024-08-14T00:00:00.000Z
0001477960,"Hermes Jets, Inc.",2010-01-26T00:00:00.000Z,2013-06-19T00:00:00.000Z
0001846715,EWPG Holding AB (publ),2021-03-01T00:00:00.000Z,2021-05-27T00:00:00.000Z
0001742927,Tenzing Acquisition Corp.,2018-06-19T00:00:00.000Z,2020-12-14T00:00:00.000Z
0001535955,MARATHON BAR CORP,2011-11-30T00:00:00.000Z,2013-07-09T00:00:00.000Z
0001864055,Moxian (BVI) Inc,2021-05-28T00:00:00.000Z,2023-11-08T00:00:00.000Z
0001873093,CytoMed Therapeutics Pte. Ltd.,2021-09-28T00:00:00.000Z,2022-11-30T00:00:00.000Z
0001339688,QUATERRA RESOURCES INC,2005-09-22T00:00:00.000Z,2021-11-19T00:00:00.000Z
0000025743,"AMHN, Inc.",2009-09-30T00:00:00.000Z,2011-09-14T00:00:00.000Z
0000025743,CROFF ENTERPRISES INC,1997-11-17T00:00:00.000Z,2009-09-04T00:00:00.000Z
0000025743,CROFF OIL CO,1995-10-03T00:00:00.000Z,1997-04-01T00:00:00.000Z
0001579157,Apparel Holding Corp.,2013-07-12T00:00:00.000Z,2013-11-22T00:00:00.000Z
0001719406,Big Rock Partners Acquisition Corp.,2017-10-13T00:00:00.000Z,2021-05-24T00:00:00.000Z
0001420529,ATA Inc.,2008-01-08T00:00:00.000Z,2019-10-17T00:00:00.000Z
0001831523,"Sardis Bankshares, Inc.",2020-11-13T00:00:00.000Z,2020-11-13T00:00:00.000Z
0001417663,"RUB MUSIC ENTERPRISES, INC.",2007-12-18T00:00:00.000Z,2010-02-01T00:00:00.000Z
0001722380,OneSmart International Education Group Ltd,2017-12-13T00:00:00.000Z,2022-04-28T00:00:00.000Z
0001722380,OneSmart Education Group Ltd,2017-11-16T00:00:00.000Z,2017-11-16T00:00:00.000Z
0001113423,Aeterna Zentaris Inc.,2004-07-07T00:00:00.000Z,2024-08-07T00:00:00.000Z
0001113423,AETERNA LABORATORIES INC,2000-11-29T00:00:00.000Z,2004-05-25T00:00:00.000Z
0000878932,EQUUS II INC,1997-04-10T00:00:00.000Z,2006-08-18T00:00:00.000Z
0000878932,EQUUS II INC ET AL,1995-11-14T00:00:00.000Z,1997-04-22T00:00:00.000Z
0001854078,Relief Therapeutics Holding AG,2021-03-30T00:00:00.000Z,2021-03-30T00:00:00.000Z
0001056285,KIRKLANDS INC,1998-05-01T00:00:00.000Z,2008-02-14T00:00:00.000Z
0000845819,DALA PETROLEUM CORP.,2014-08-12T00:00:00.000Z,2018-02-01T00:00:00.000Z
0000845819,WESTCOTT PRODUCTS CORP,2005-12-30T00:00:00.000Z,2014-08-29T00:00:00.000Z
0000862651,"Global Investor Services, Inc.",2008-10-09T00:00:00.000Z,2012-04-18T00:00:00.000Z
0000862651,"TheRetirementSolution.com, Inc.",2005-06-09T00:00:00.000Z,2008-10-01T00:00:00.000Z
0000862651,"Voxpath Holdings, Inc.",2006-06-28T00:00:00.000Z,2006-09-14T00:00:00.000Z
0000862651,UINTAH MOUNTAIN COPPER COMPANY,1999-11-08T00:00:00.000Z,2006-05-09T00:00:00.000Z
0001743971,Meili Inc.,2018-08-01T00:00:00.000Z,2018-10-26T00:00:00.000Z
0001874074,Model Performance Mini Corp.,2021-08-17T00:00:00.000Z,2022-12-16T00:00:00.000Z
0001270436,"INSTITUTIONAL FINANCIAL MARKETS, INC.",2011-01-24T00:00:00.000Z,2017-09-01T00:00:00.000Z
0001270436,ALESCO FINANCIAL INC,2006-10-06T00:00:00.000Z,2009-12-15T00:00:00.000Z
0001270436,SUNSET FINANCIAL RESOURCES INC,2003-12-08T00:00:00.000Z,2006-10-06T00:00:00.000Z
0001565228,"xG TECHNOLOGY, INC.",2012-12-26T00:00:00.000Z,2019-03-05T00:00:00.000Z
0001437750,Trex Acquisition Corp.,2014-02-11T00:00:00.000Z,2022-05-23T00:00:00.000Z
0001437750,Sync2 Networks Corp,2009-05-27T00:00:00.000Z,2014-03-10T00:00:00.000Z
0001437750,"Plethora Resources, Inc.",2008-07-25T00:00:00.000Z,2009-05-14T00:00:00.000Z
0001327273,"480 Biomedical, Inc.",2012-10-30T00:00:00.000Z,2016-11-28T00:00:00.000Z
0001327273,"Arsenal Vascular, Inc.",2011-09-08T00:00:00.000Z,2011-11-08T00:00:00.000Z
0001327273,"Arsenal Medical, Inc.",2009-04-14T00:00:00.000Z,2010-08-12T00:00:00.000Z
0001327273,WMR Biomedical Inc,2005-05-09T00:00:00.000Z,2009-02-27T00:00:00.000Z
0001318482,SHOAL GAMES LTD.,2015-02-02T00:00:00.000Z,2019-03-22T00:00:00.000Z
0001318482,BINGO.COM LTD.,2005-02-23T00:00:00.000Z,2015-01-07T00:00:00.000Z
0000064463,MECHANICAL TECHNOLOGY INC,1995-04-17T00:00:00.000Z,2021-10-29T00:00:00.000Z
0001412486,"BIOZONE PHARMACEUTICALS, INC.",2011-03-31T00:00:00.000Z,2014-03-25T00:00:00.000Z
0001412486,"International Surf Resorts, Inc.",2007-09-20T00:00:00.000Z,2011-03-04T00:00:00.000Z
0001305253,Celladon Corp,2004-10-05T00:00:00.000Z,2016-03-23T00:00:00.000Z
0001346830,Cara Therapeutics Inc,2005-12-06T00:00:00.000Z,2010-07-21T00:00:00.000Z
0001651932,M101 CORP.,2017-11-15T00:00:00.000Z,2019-11-20T00:00:00.000Z
0001651932,Concept Holding Corp.,2015-09-22T00:00:00.000Z,2017-08-16T00:00:00.000Z
0001396536,"DUOS TECHNOLOGY GROUP, INC.",2015-07-13T00:00:00.000Z,2015-08-19T00:00:00.000Z
0001396536,"INFORMATION SYSTEMS ASSOCIATES, INC.",2007-04-27T00:00:00.000Z,2015-06-29T00:00:00.000Z
0001796129,"Vincera Pharma, Inc.",2020-11-06T00:00:00.000Z,2021-01-05T00:00:00.000Z
0001796129,LifeSci Acquisition Corp.,2019-12-12T00:00:00.000Z,2020-12-22T00:00:00.000Z
0001852440,Jianzhi Education Technology Group,2021-03-26T00:00:00.000Z,2021-03-26T00:00:00.000Z
0001883984,Clean Earth Acquisitions Corp.,2021-10-27T00:00:00.000Z,2023-12-21T00:00:00.000Z
0001843714,Andretti Acquisition Corp.,2021-02-12T00:00:00.000Z,2024-03-28T00:00:00.000Z
0000050292,IEH CORPORATION,1995-08-15T00:00:00.000Z,2018-11-14T00:00:00.000Z
0001406434,Pure Broadcast Corp.,2017-05-24T00:00:00.000Z,2018-07-09T00:00:00.000Z
0001406434,Cache Capital CORP,2017-02-08T00:00:00.000Z,2017-02-08T00:00:00.000Z
0001406434,CACHE CAPITAL CORP,2017-02-08T00:00:00.000Z,2017-02-08T00:00:00.000Z
0001110607,"Deep Down, Inc.",2006-11-29T00:00:00.000Z,2023-02-21T00:00:00.000Z
0001110607,"MediQuip Holdings, INC",2006-05-01T00:00:00.000Z,2006-12-20T00:00:00.000Z
0001110607,TRUE HEALTH INC,2000-05-15T00:00:00.000Z,2006-04-10T00:00:00.000Z
0001647822,SavMobi Technology Inc.,2015-09-08T00:00:00.000Z,2024-01-16T00:00:00.000Z
0001641398,Code Chain New Continent Ltd,2020-05-18T00:00:00.000Z,2022-12-20T00:00:00.000Z
0001641398,TMSR HOLDING Co Ltd,2017-11-07T00:00:00.000Z,2020-05-15T00:00:00.000Z
0001641398,JM Global Holding Co,2015-05-07T00:00:00.000Z,2018-02-07T00:00:00.000Z
0001591956,Sphere 3D Corp,2013-11-18T00:00:00.000Z,2022-03-31T00:00:00.000Z
0001101433,QUOTEMEDIA  INC,2003-08-12T00:00:00.000Z,2011-05-13T00:00:00.000Z
0001101433,QUOTEMEDIA COM INC,1999-12-21T00:00:00.000Z,2003-05-12T00:00:00.000Z
0000946644,HEMISPHERX BIOPHARMA INC,1996-09-30T00:00:00.000Z,2019-08-26T00:00:00.000Z
0001857086,Deep Medicine Acquisition Corp.,2021-08-03T00:00:00.000Z,2024-02-01T00:00:00.000Z
0001527599,"Mirna Therapeutics, Inc.",2011-08-23T00:00:00.000Z,2017-08-25T00:00:00.000Z
0001857044,Intec Parent Inc.,2021-04-20T00:00:00.000Z,2021-08-03T00:00:00.000Z
0001473490,"Wall Street Media Co, Inc.",2013-12-24T00:00:00.000Z,2023-10-30T00:00:00.000Z
0001473490,"BRIGHT MOUNTAIN HOLDINGS, INC.",2012-12-31T00:00:00.000Z,2013-09-19T00:00:00.000Z
0001473490,"MY CATALOGS ONLINE, INC.",2009-12-02T00:00:00.000Z,2012-11-15T00:00:00.000Z
0000797465,STANLEY FURNITURE CO INC.,2005-03-16T00:00:00.000Z,2018-03-08T00:00:00.000Z
0000797465,STANLEY FURNITURE CO INC/,1994-10-20T00:00:00.000Z,2006-03-15T00:00:00.000Z
0001549084,PN Med Group Inc,2012-05-08T00:00:00.000Z,2013-12-31T00:00:00.000Z
0000725394,IMAGING TECHNOLOGIES CORP/CA,1997-09-30T00:00:00.000Z,2004-04-02T00:00:00.000Z
0000725394,PERSONAL COMPUTER PRODUCTS INC,1995-08-22T00:00:00.000Z,1997-05-15T00:00:00.000Z
0001445942,Texas Rare Earth Resources Corp.,2011-02-08T00:00:00.000Z,2016-03-18T00:00:00.000Z
0001445942,Standard Silver Corp.,2008-10-30T00:00:00.000Z,2010-01-06T00:00:00.000Z
0001468929,"AquaMed Technologies, Inc.",2009-08-28T00:00:00.000Z,2019-11-14T00:00:00.000Z
0000926617,"VERMILLION, INC.",2007-08-28T00:00:00.000Z,2020-06-10T00:00:00.000Z
0000926617,CIPHERGEN BIOSYSTEMS INC,2000-09-22T00:00:00.000Z,2007-08-17T00:00:00.000Z
0001388295,"WebSafety, Inc.",2009-10-07T00:00:00.000Z,2020-02-21T00:00:00.000Z
0001388295,"Blindspot Alert, Inc.",2009-04-13T00:00:00.000Z,2009-10-13T00:00:00.000Z
0001388295,"Promotions on Wheels Holdings, Inc.",2007-02-01T00:00:00.000Z,2009-03-26T00:00:00.000Z
0001083220,"NETFABRIC HOLDINGS, INC",2005-05-16T00:00:00.000Z,2011-08-11T00:00:00.000Z
0001083220,HOUSTON OPERATING CO,1999-04-06T00:00:00.000Z,2005-04-14T00:00:00.000Z
0000883975,STEMCELLS INC,2000-12-05T00:00:00.000Z,2016-11-15T00:00:00.000Z
0000883975,CYTOTHERAPEUTICS INC/DE,1994-02-14T00:00:00.000Z,2000-05-15T00:00:00.000Z
0001945619,"Bellatora, Inc.",2022-09-19T00:00:00.000Z,2023-12-22T00:00:00.000Z
0001162461,ALTUS MEDICAL INC,2002-02-12T00:00:00.000Z,2002-06-14T00:00:00.000Z
0001820566,Thayer Ventures Acquisition Corp,2020-08-21T00:00:00.000Z,2022-02-15T00:00:00.000Z
0001091596,"Nuo Therapeutics, Inc",2014-11-13T00:00:00.000Z,2014-12-23T00:00:00.000Z
0001091596,CYTOMEDIX INC,2000-08-14T00:00:00.000Z,2014-10-08T00:00:00.000Z
0001091596,AUTOLOGOUS WOUND THERAPY INC,2000-04-12T00:00:00.000Z,2000-04-10T00:00:00.000Z
0001091596,AUTOLOGOUS WOUND TRERAPY INC,1999-12-10T00:00:00.000Z,2000-03-23T00:00:00.000Z
0001716583,Decarbonization Plus Acquisition Corp,2020-09-14T00:00:00.000Z,2021-07-19T00:00:00.000Z
0001716583,Decarbonization Plus Acquistion Corp,2020-08-20T00:00:00.000Z,2020-09-22T00:00:00.000Z
0001425355,POKER MAGIC INC,2008-01-29T00:00:00.000Z,2012-12-13T00:00:00.000Z
0001157075,"NUVILEX, INC.",2009-03-26T00:00:00.000Z,2015-01-09T00:00:00.000Z
0001157075,EFOODSAFETY COM INC,2001-08-20T00:00:00.000Z,2009-03-17T00:00:00.000Z
0001385818,"AYTU BIOSCIENCE, INC",2015-06-09T00:00:00.000Z,2021-03-22T00:00:00.000Z
0001385818,Rosewind CORP,2007-01-11T00:00:00.000Z,2015-06-08T00:00:00.000Z
0001626745,"CRYPTO-SERVICES, INC.",2014-12-05T00:00:00.000Z,2017-03-02T00:00:00.000Z
