cik,name,entityType,sic,sicDescription,ownerOrg,insiderTransactionForOwnerExists,insiderTransactionForIssuerExists,tickers,exchanges,ein,description,website,investorWebsite,category,fiscalYearEnd,stateOfIncorporation,stateOfIncorporationDescription,phone,flags,mailing_street1,mailing_street2,mailing_city,mailing_stateOrCountry,mailing_zipCode,mailing_stateOrCountryDescription,business_street1,business_street2,business_city,business_stateOrCountry,business_zipCode,business_stateOrCountryDescription
0001066923,Future FinTech Group Inc.,operating,7389,"Services-Business Services, NEC",07 Trade & Services,0,1,FTFT,Nasdaq,980222013,,,,Non-accelerated filer<br>Smaller reporting company,1231,FL,FL,888-622-1218,,"AMERICAS TOWER, 1177 AVENUE OF THE AMERI",SUITE 5100,NEW YORK,NY,10036,NY,"AMERICAS TOWER, 1177 AVENUE OF THE AMERI",SUITE 5100,NEW YORK,NY,10036,NY
0001546296,"Professional Diversity Network, Inc.",operating,7370,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,IPDN,Nasdaq,800900177,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,312-614-0950,,55 EAST MONROE STREET,SUITE 2120,CHICAGO,IL,60603,IL,55 EAST MONROE STREET,SUITE 2120,CHICAGO,IL,60603,IL
0001875547,Locafy Ltd,other,7370,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,0,"LCFY,LCFYW","Nasdaq,Nasdaq",000000000,,,,Non-accelerated filer<br>Emerging growth company,,C3,Australia,61 409 999 339,,246A CHURCHILL AVENUE,,SUBIACO WA,C3,6008,Australia,246A CHURCHILL AVENUE,,SUBIACO WA,C3,6008,Australia
0001770141,"UpHealth, Inc.",operating,8000,Services-Health Services,08 Industrial Applications and Services,0,1,UPHL,OTC,833838045,,,,<br>Emerging growth company,1231,DE,DE,888.424.3646,,14000 S. MILITARY TRAIL,SUITE 203,DELRAY BEACH,FL,33484,FL,14000 S. MILITARY TRAIL,SUITE 203,DELRAY BEACH,FL,33484,FL
0000096793,SUNLINK HEALTH SYSTEMS INC,operating,8062,"Services-General Medical & Surgical Hospitals, NEC",08 Industrial Applications and Services,0,1,SSY,NYSE,310621189,,,,Non-accelerated filer<br>Smaller reporting company,0630,OH,OH,7709337000,,900 CIRCLE 75 PARKWAY,SUITE 690,ATLANTA,GA,30339,GA,900 CIRCLE 75 PARKWAY,SUITE 690,ATLANTA,GA,30339,GA
0001054102,"INTERPACE BIOSCIENCES, INC.",operating,3841,Surgical & Medical Instruments & Apparatus,08 Industrial Applications and Services,1,1,IDXG,OTC,222919486,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,412-224-6100,,"WATERVIEW PLAZA, SUITE 310",2001 ROUTE 46,PARSIPPANY,NJ,07054,NJ,"WATERVIEW PLAZA, SUITE 310",2001 ROUTE 46,PARSIPPANY,NJ,07054,NJ
0001935688,Legible Inc.,other,,,,0,0,LEBGF,OTC,000000000,,,,,1231,A0,"Alberta, Canada",672-514-2665,,#250 - 997 SEYMOUR STREET,,VANCOUVER,A1,V6B 3M1,"British Columbia, Canada",#250 - 997 SEYMOUR STREET,,VANCOUVER,A1,V6B 3M1,"British Columbia, Canada"
0001807893,"STANDARD PREMIUM FINANCE HOLDINGS, INC.",operating,6159,Miscellaneous Business Credit Institution,02 Finance,0,1,SPFX,OTC,812624094,,,,<br>Emerging growth company,1231,FL,FL,(305) 232-2752,,13590 SW 134TH AVE,#214,MIAMI,FL,33186,FL,13590 SW 134TH AVE,#214,MIAMI,FL,33186,FL
0001810467,Sentage Holdings Inc.,other,6199,Finance Services,02 Finance,0,0,SNTG,Nasdaq,000000000,,,,Non-accelerated filer<br>Emerging growth company,1231,E9,Cayman Islands,86-21 5386 0209,,"501, PLATINUM TOWER, 233 TAICANG RD",HUANGPU,SHANGHAI,F4,200020,China,"501, PLATINUM TOWER, 233 TAICANG RD",HUANGPU,SHANGHAI,F4,200020,China
0001532619,Power REIT,operating,6798,Real Estate Investment Trusts,05 Real Estate & Construction,0,1,"PW,PW-PA","NYSE,NYSE",453116572,,,,Non-accelerated filer<br>Smaller reporting company,1231,MD,MD,212-750-0373,,301 WINDING ROAD,,OLD BETHPAGE,NY,11804,NY,301 WINDING ROAD,,OLD BETHPAGE,NY,11804,NY
0001603207,"Notable Labs, Ltd.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,NTBL,Nasdaq,000000000,,,,Non-accelerated filer<br>Smaller reporting company,1231,L3,Israel,415-851-2410,,320 HATCH DRIVE,,FOSTER CITY,CA,94404,CA,320 HATCH DRIVE,,FOSTER CITY,CA,94404,CA
0001659617,"Moleculin Biotech, Inc.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,MBRX,Nasdaq,474671997,,,,Non-accelerated filer<br>Smaller reporting company,1231,,,713-300-5160,,5300 MEMORIAL DRIVE,SUITE 950,HOUSTON,TX,77007,TX,5300 MEMORIAL DRIVE,SUITE 950,HOUSTON,TX,77007,TX
0001850767,Accustem Sciences Inc.,operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,ACUT,OTC,000000000,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231,DE,DE,442070661000,,"5 PENN PLAZA, 19TH FLOOR",#1954,NEW YORK,NY,10001,NY,"5 PENN PLAZA, 19TH FLOOR",#1954,NEW YORK,NY,10001,NY
0001520118,"INTEGRATED VENTURES, INC.",operating,6199,Finance Services,09 Crypto Assets,0,1,INTV,OTC,821725385,,,,Non-accelerated filer<br>Smaller reporting company,0630,NV,NV,(215) 613-9898,,18385 ROUTE 287,,TIOGA,PA,16946,PA,18385 ROUTE 287,,TIOGA,PA,16946,PA
0000797564,"HST Global, Inc.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,HSTC,OTC,731215433,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231,DE,DE,757-766-6100,,150 RESEARCH DR.,,HAMPTON,VA,23666,VA,150 RESEARCH DR.,,HAMPTON,VA,23666,VA
0000758743,VIDEO DISPLAY CORP,operating,3670,Electronic Components & Accessories,04 Manufacturing,0,1,VIDE,OTC,581217564,,,,Non-accelerated filer<br>Smaller reporting company,0228,GA,GA,7709382080,,1868 TUCKER INDUSTRIAL DR,,TUCKER,GA,30084,GA,1868 TUCKER INDUSTRIAL DR,,TUCKER,GA,30084,GA
0001813783,Vision Marine Technologies Inc.,other,3730,Ship & Boat Building & Repairing,04 Manufacturing,0,0,VMAR,Nasdaq,000000000,,,,Non-accelerated filer<br>Emerging growth company,,A8,"Quebec, Canada",3476150188,,730 BOULEVARD DU CURE-BOIVIN,,BOISBRAIND,Z4,J7G 2A7,Canada (Federal Level),730 BOULEVARD DU CURE-BOIVIN,,BOISBRAIND,Z4,J7G 2A7,Canada (Federal Level)
0001840563,Elevai Labs Inc.,operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,ELAB,Nasdaq,851399981,,,,<br>Emerging growth company,1231,DE,DE,18667944940,,120 NEWPORT CENTER DRIVE,STE 250,NEWPORT BEACH,CA,92660,CA,120 NEWPORT CENTER DRIVE,STE 250,NEWPORT BEACH,CA,92660,CA
0001358633,SENTIENT BRANDS HOLDINGS INC.,operating,5734,Retail-Computer & Computer Software Stores,07 Trade & Services,0,1,SNBH,OTC,200956471,,,,Non-accelerated filer<br>Smaller reporting company,1231,NV,NV,646-202-2897,,590 MADISON AVE,"21ST, FLOOR",NEW YORK,NY,10022,NY,590 MADISON AVE,"21ST, FLOOR",NEW YORK,NY,10022,NY
0001487718,"AMERICAN BATTERY MATERIALS, INC.",operating,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),01 Energy & Transportation,0,1,BLTH,OTC,223956444,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,800-998-7962,,500 WEST PUTNAM AVENUE,SUITE 400,GREENWICH,CT,06830,CT,500 WEST PUTNAM AVENUE,SUITE 400,GREENWICH,CT,06830,CT
0001713539,Kaixin Holdings,operating,5500,Retail-Auto Dealers & Gasoline Stations,07 Trade & Services,0,1,KXIN,Nasdaq,000000000,,,,Non-accelerated filer,1231,E9,Cayman Islands,86 1067204948,,"DONGJIN INTERNATIONAL CENTER, BUILDING A",UNIT 903,"CHAOYANG DISTRICT, BEIJING",F4,100022,China,"DONGJIN INTERNATIONAL CENTER, BUILDING A",UNIT 903,"CHAOYANG DISTRICT, BEIJING",F4,100022,China
0001375195,CORETEC GROUP INC.,operating,3669,"Communications Equipment, NEC",04 Manufacturing,0,1,CRTG,OTC,000000000,,,,Non-accelerated filer<br>Smaller reporting company,1231,OK,OK,918-494-0509,,333 JACKSON PLAZA,SUITE 1200,ANN ARBOR,MI,48103,MI,333 JACKSON PLAZA,SUITE 1200,ANN ARBOR,MI,48103,MI
0001857910,"Japan Food Tech Holdings, Inc.",operating,6770,Blank Checks,05 Real Estate & Construction,0,1,DRFS,OTC,000000000,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,0331,NV,NV,81-90-6002-4978,,3F K MINAMIAOYAMA,6-6-20 MINAMIAOYAMA,TOKYO,M0,107-0062,Japan,3F K MINAMIAOYAMA,6-6-20 MINAMIAOYAMA,TOKYO,M0,107-0062,Japan
0001808377,Innovative Eyewear Inc,operating,3851,Ophthalmic Goods,08 Industrial Applications and Services,0,1,"LUCY,LUCYW","Nasdaq,Nasdaq",842794274,,,,<br>Emerging growth company,1231,FL,FL,786-910-1898,,66 W FLAGLER ST. SUITE 900,STE 216,MIAMI,FL,33130,FL,11900 BISCAYNE BLVD,STE 630,MIAMI,FL,33181,FL
0001014763,"Ainos, Inc.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,"AIMD,AIMDW","Nasdaq,Nasdaq",751974352,,,,Non-accelerated filer<br>Smaller reporting company,1231,TX,TX,858-869-2986,,"AINOS, INC.",8880 RIO SAN DIEGO DRIVE SUITE 800,SAN DIEGO,CA,92108,CA,"AINOS, INC.",8880 RIO SAN DIEGO DRIVE SUITE 800,SAN DIEGO,CA,92108,CA
0001291855,SuperCom Ltd,other,3674,Semiconductors & Related Devices,04 Manufacturing,0,1,SPCB,Nasdaq,000000000,,,,Non-accelerated filer,1231,L3,Israel,972-9-889-0800,,1 ARIE SHENKAR STREET,,HERTZLIYA,L3,4672501,Israel,1 ARIE SHENKAR STREET,,HERTZLIYA,L3,4672501,Israel
0001718817,MISSION READY SOLUTIONS INC,other,,,,0,0,MSNVF,OTC,000000000,,,,,1231,A1,"British Columbia, Canada",6046822928,,SUITE 804 - 750 WEST PENDER STREET,,VANCOUVER,A1,V6C2T7,"British Columbia, Canada",SUITE 804 - 750 WEST PENDER STREET,,VANCOUVER,A1,V6C2T7,"British Columbia, Canada"
0001888151,Femto Technologies Inc.,other,7372,Services-Prepackaged Software,06 Technology,0,0,BCAN,Nasdaq,000000000,,,,Non-accelerated filer<br>Emerging growth company,1231,A1,"British Columbia, Canada",16048336820,,2264E 11TH AVENUE,,VANCOUVER,A1,V5N1Z6,"British Columbia, Canada",2264E 11TH AVENUE,,VANCOUVER,A1,V5N1Z6,"British Columbia, Canada"
0001817004,EzFill Holdings Inc,operating,5500,Retail-Auto Dealers & Gasoline Stations,07 Trade & Services,0,1,EZFL,Nasdaq,834260623,,,,<br>Emerging growth company,1231,DE,DE,305-791-1169,,67 NW 183RD ST,,MIAMI,FL,33169,FL,67 NW 183RD ST,,MIAMI,FL,33169,FL
0000882291,AETHLON MEDICAL INC,operating,3841,Surgical & Medical Instruments & Apparatus,08 Industrial Applications and Services,0,1,AEMD,Nasdaq,133632859,,,,Non-accelerated filer<br>Smaller reporting company,0331,NV,NV,619-941-0360,,"11555 SORRENTO VALLEY ROAD, SUITE 203",,SAN DIEGO,CA,92121,CA,"11555 SORRENTO VALLEY ROAD, SUITE 203",,SAN DIEGO,CA,92121,CA
0001905660,Hub Cyber Security Ltd.,other,3576,Computer Communications Equipment,06 Technology,0,0,"HUBC,HUBCW,HUBCZ","Nasdaq,Nasdaq,Nasdaq",000000000,,,,Non-accelerated filer<br>Emerging growth company,1231,L3,Israel,972 3 791 3200,,2 KAPLAN ST.,,TEL AVIV,L3,6473403,Israel,2 KAPLAN ST.,,TEL AVIV,L3,6473403,Israel
0001880343,"Fresh Vine Wine, Inc.",operating,5812,Retail-Eating  Places,07 Trade & Services,0,1,VINE,NYSE,834709895,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231,TX,TX,855-766-9463,,11500 WAYZATA BLVD. #1147,,MINNETONKA,MN,55305,MN,11500 WAYZATA BLVD. #1147,,MINNETONKA,MN,55305,MN
0001123596,"BAB, INC.",operating,5812,Retail-Eating  Places,07 Trade & Services,1,1,BABB,OTC,364389547,,,,Non-accelerated filer<br>Smaller reporting company,1130,DE,DE,847 948-7520,,500 LAKE COOK ROAD,SUITE 475,DEERFIELD,IL,60015,IL,500 LAKE COOK ROAD,SUITE 475,DEERFIELD,IL,60015,IL
0001465470,NaturalShrimp Inc,operating,0900,"Fishing, Hunting and Trapping",08 Industrial Applications and Services,0,1,SHMP,OTC,743262176,,,,Non-accelerated filer<br>Smaller reporting company,0331,,,(888) 791-9474,,13601 PRESTON RD.,E1092,DALLAS,TX,75240,TX,13601 PRESTON RD.,E1092,DALLAS,TX,75240,TX
0001861622,Jet.AI Inc.,operating,4522,"Air Transportation, Nonscheduled",01 Energy & Transportation,0,1,JTAI,Nasdaq,000000000,,,,<br>Emerging growth company,1231,DE,DE,702-747-4000,,"10845 GRIFFITH PEAK DR.,",SUITE 200,LAS VEGAS,NV,89135,NV,"10845 GRIFFITH PEAK DR.,",SUITE 200,LAS VEGAS,NV,89135,NV
0001387473,Triumph Gold Corp.,other,,,,0,0,TIGCF,OTC,000000000,,,,,1231,A1,"British Columbia, Canada",604-893-8757,,#1100 - 1111 MELVILLE STREET,,VANCOUVER,A1,V6E3V6,"British Columbia, Canada",#1100 - 1111 MELVILLE STREET,,VANCOUVER,A1,V6E3V6,"British Columbia, Canada"
0001807389,"Pop Culture Group Co., Ltd",other,7900,Services-Amusement & Recreation Services,07 Trade & Services,0,0,CPOP,Nasdaq,000000000,,,,Non-accelerated filer<br>Emerging growth company,0630,E9,Cayman Islands,86-0592-5968169,,"3RD FL, NO 168 FENGQI RD, JIMEI DISTRICT","XIAMEN CITY, FUJIAN PROVINCE",XIAMEN,F4,361021,China,"3RD FL, NO 168 FENGQI RD, JIMEI DISTRICT","XIAMEN CITY, FUJIAN PROVINCE",XIAMEN,F4,361021,China
0001906133,iCoreConnect Inc.,operating,7372,Services-Prepackaged Software,06 Technology,0,1,ICCT,Nasdaq,000000000,,,,<br>Emerging growth company,1231,DE,DE,888-810-7706,,529 E. CROWN POINT ROAD,SUITE 250,OCOEE,FL,34761,FL,529 E. CROWN POINT ROAD,SUITE 250,OCOEE,FL,34761,FL
0001782107,"Onconetix, Inc.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,ONCO,Nasdaq,000000000,,,,<br>Emerging growth company,1231,DE,DE,513-620-4101,,201 E. FIFTH STREET,SUITE 1900,CINCINNATI,OH,45202,OH,201 E. FIFTH STREET,SUITE 1900,CINCINNATI,OH,45202,OH
0000073290,BIOMERICA INC,operating,2835,In Vitro & In Vivo Diagnostic Substances,03 Life Sciences,0,1,BMRA,Nasdaq,952645573,,,,Non-accelerated filer<br>Smaller reporting company,0531,DE,DE,9493792875,,17571 VON KARMAN AVENUE,,IRVINE,CA,92614,CA,17571 VON KARMAN AVENUE,,IRVINE,CA,92614,CA
0001374567,"Luvu Brands, Inc.",operating,2510,Household Furniture,04 Manufacturing,0,1,LUVU,OTC,593581576,,,,Non-accelerated filer<br>Smaller reporting company,0630,FL,FL,770-246-6426,,2745 BANKERS INDUSTRIAL DRIVE,,ATLANTA,GA,30360,GA,2745 BANKERS INDUSTRIAL DRIVE,,ATLANTA,GA,30360,GA
0001761696,Crown Electrokinetics Corp.,operating,3679,"Electronic Components, NEC",04 Manufacturing,0,1,CRKN,Nasdaq,475423944,,,,<br>Emerging growth company,1231,DE,DE,800-674-3612,,1110 NE CIRCLE BLVD,,CORVALLIS,OR,97330,OR,1110 NE CIRCLE BLVD,,CORVALLIS,OR,97330,OR
0001559998,"Gaucho Group Holdings, Inc.",operating,6552,Land Subdividers & Developers (No Cemeteries),05 Real Estate & Construction,1,1,VINO,Nasdaq,522158952,,,,<br>Emerging growth company,1231,DE,DE,212-739-7650,,112 NE 41ST STREET,SUITE 106,MIAMI,FL,33137,FL,112 NE 41ST STREET,SUITE 106,MIAMI,FL,33137,FL
0001871181,"Qualis Innovations, Inc.",operating,3841,Surgical & Medical Instruments & Apparatus,08 Industrial Applications and Services,0,0,QLIS,OTC,842488498,,,,Non-accelerated filer<br>Smaller reporting company,1231,NV,NV,303-874-7474,,"6898 S. UNIVERSITY BLVD.,",SUITE 100,CENTENNIAL,CO,80122,CO,"6898 S. UNIVERSITY BLVD.,",SUITE 100,CENTENNIAL,CO,80122,CO
0001947861,Nature's Miracle Holding Inc.,operating,3523,Farm Machinery & Equipment,06 Technology,0,1,"NMHI,NMHIW","Nasdaq,Nasdaq",000000000,,,,<br>Emerging growth company,1231,,,888-420-3694,,858 NORTH CENTRAL AVENUE,,UPLAND,CA,91786,CA,858 NORTH CENTRAL AVENUE,,UPLAND,CA,91786,CA
0001818844,"Virios Therapeutics, Inc.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,"DWTX,VIRI","Nasdaq,Nasdaq",854314201,,,,<br>Emerging growth company,1231,DE,DE,8666208655,,44 MILTON AVENUE,,ALPHARETTA,GA,30009,GA,44 MILTON AVENUE,,ALPHARETTA,GA,30009,GA
0001543652,"Free Flow USA, Inc.",operating,5531,Retail-Auto & Home Supply Stores,07 Trade & Services,0,1,FFLO,OTC,453838831,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,703-789-3344,,9243 JOHN F. KENNEDY BLVD.,SUITE 104,NORTH BERGEN,NJ,07047,NJ,9243 JOHN F. KENNEDY BLVD.,SUITE 104,NORTH BERGEN,NJ,07047,NJ
0001534525,"Xenetic Biosciences, Inc.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,XBIO,Nasdaq,452952962,,,,Non-accelerated filer<br>Smaller reporting company,1231,NV,NV,781-778-7720,,945 CONCORD ST.,,FRAMINGHAM,MA,01701,MA,945 CONCORD ST.,,FRAMINGHAM,MA,01701,MA
0001766267,Synergy Empire Ltd,operating,5812,Retail-Eating  Places,07 Trade & Services,0,0,SHMY,OTC,384096727,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,0331,NV,NV,60391712828,,"NO. 19, JALAN 12/118B,",DESA TUN RAZAK,KUALA LUMPUR,N8,56100,Malaysia,"NO. 19, JALAN 12/118B,",DESA TUN RAZAK,KUALA LUMPUR,N8,56100,Malaysia
0001407973,"Sonendo, Inc.",operating,3843,Dental Equipment & Supplies,08 Industrial Applications and Services,0,1,SONX,OTC,205041718,,,,<br>Emerging growth company,1231,DE,DE,(949) 766-3636,,26061 MERIT CIRCLE,SUITE 101,Laguna Hills,CA,92653,CA,26061 MERIT CIRCLE,SUITE 101,Laguna Hills,CA,92653,CA
0001519457,Namibia Critical Metals Inc.,other,,,,0,0,NMREF,OTC,000000000,,,,,1130,Z4,Canada (Federal Level),902-835-8760,,"SUITE 802, SUN TOWER",1550 BEDFORD HIGHWAY,BEDFORD,A5,B4A 1E6,"Nova Scotia, Canada","SUITE 802, SUN TOWER",1550 BEDFORD HIGHWAY,BEDFORD,A5,B4A 1E6,"Nova Scotia, Canada"
0001543637,"Nu-Med Plus, Inc.",operating,3841,Surgical & Medical Instruments & Apparatus,08 Industrial Applications and Services,0,1,NUMD,OTC,453672530,,,,Non-accelerated filer<br>Smaller reporting company,1231,UT,UT,801-746-3570,,"455 EAST 500 SOUTH, SUITE #203",,SALT LAKE CITY,UT,84111,UT,"455 EAST 500 SOUTH, SUITE #203",,SALT LAKE CITY,UT,84111,UT
0001776067,Oriental Culture Holding LTD,other,7380,Services-Miscellaneous Business Services,07 Trade & Services,0,0,OCG,Nasdaq,000000000,,,,Non-accelerated filer<br>Emerging growth company,1231,E9,Cayman Islands,852-21103909,,"ROOM 1402, RICHMAKE COMMERCIAL BUILDING",198-200 QUEENS ROAD CENTRAL,HONG KONG,K3,00000,Hong Kong,"ROOM 1402, RICHMAKE COMMERCIAL BUILDING",198-200 QUEENS ROAD CENTRAL,HONG KONG,K3,00000,Hong Kong
0001031093,"SILVER BULL RESOURCES, INC.",operating,1000,Metal Mining,01 Energy & Transportation,0,1,SVBL,OTC,911766677,,,,Non-accelerated filer<br>Smaller reporting company,1031,NV,NV,604-687-5800,,"777 DUNSMUIR STREET, SUITE 1605",,VANCOUVER,A1,V7Y 1G6,"British Columbia, Canada","777 DUNSMUIR STREET, SUITE 1605",,VANCOUVER,A1,V7Y 1G6,"British Columbia, Canada"
0001948697,SIMPPLE LTD.,other,8744,Services-Facilities Support Management Services,07 Trade & Services,0,0,SPPL,Nasdaq,000000000,,,,Non-accelerated filer<br>Emerging growth company,,,,65 6816 2194,,71 AYER RAJAH CRESCENT,#03-07,SINGAPORE,U0,139951,Singapore,71 AYER RAJAH CRESCENT,#03-07,SINGAPORE,U0,139951,Singapore
0000797542,Viewbix Inc.,operating,7372,Services-Prepackaged Software,06 Technology,0,1,VBIX,OTC,680080601,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,855-879-8439,,14 ARYEH SHENKAR STREET,,HERZLIYA,L3,4672514,Israel,14 ARYEH SHENKAR STREET,,HERZLIYA,L3,4672514,Israel
0001011509,Golden Minerals Co,operating,1040,Gold and Silver Ores,01 Energy & Transportation,0,1,AUMN,NYSE,841363747,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,3038395060,,"350 INDIANA STREET, SUITE 800",,GOLDEN,CO,80401,CO,"350 INDIANA STREET, SUITE 800",,GOLDEN,CO,80401,CO
0001777319,"CISO Global, Inc.",operating,8742,Services-Management Consulting Services,07 Trade & Services,0,1,CISO,Nasdaq,834210278,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231,DE,DE,480-389-3444,,6900 E. CAMELBACK ROAD,SUITE 240,SCOTTSDALE,AZ,85251,AZ,6900 E. CAMELBACK ROAD,SUITE 240,SCOTTSDALE,AZ,85251,AZ
0001785592,"Leafly Holdings, Inc. /DE",operating,7372,Services-Prepackaged Software,06 Technology,0,1,"LFLY,LFLYW","Nasdaq,Nasdaq",842266022,,,,<br>Emerging growth company,1231,WA,WA,206-455-9504,,113 CHERRY STREET,PMB 88154,SEATTLE,WA,98104-2205,WA,113 CHERRY STREET,PMB 88154,SEATTLE,WA,98104-2205,WA
0000768408,CYANOTECH CORP,operating,2833,Medicinal Chemicals & Botanical Products,03 Life Sciences,0,1,CYAN,OTC,911206026,,,,Non-accelerated filer<br>Smaller reporting company,0331,NV,NV,8083261353,,73-4460 QUEEN KAAHUMANU HWY,SUITE 102,KAILUA-KONA,HI,96740,HI,73-4460 QUEEN KAAHUMANU HWY,SUITE 102,KAILUA KONA,HI,96740,HI
0000925741,"BioCardia, Inc.",operating,2836,"Biological Products, (No Diagnostic Substances)",03 Life Sciences,0,1,BCDA,Nasdaq,232753988,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,650-226-0123,,320 SOQUEL WAY,,SUNNYVALE,CA,94085,CA,320 SOQUEL WAY,,SUNNYVALE,CA,94085,CA
0001128189,"ProtoKinetix, Inc.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,PKTX,OTC,943355026,,,,Non-accelerated filer<br>Smaller reporting company,1231,NV,NV,330-445-4971,,109 W. MAIN ST.,,DALTON,OH,44618,OH,109 W. MAIN ST.,,DALTON,OH,44618,OH
0001839608,"Getaround, Inc",operating,7510,Services-Auto Rental & Leasing (No Drivers),07 Trade & Services,0,1,"GETR,GETRW","OTC,OTC",853122877,,,,<br>Emerging growth company,1231,DE,DE,415-295-5725,,55 GREEN STREET,,SAN FRANCISCO,CA,94111,CA,55 GREEN STREET,,SAN FRANCISCO,CA,94111,CA
0001718939,T Stamp Inc,operating,7372,Services-Prepackaged Software,06 Technology,0,1,IDAI,Nasdaq,813777260,,,,<br>Emerging growth company,1231,DE,DE,678-325-7835,,"3017 BOLLING WAY NE, FLOORS 1 AND 2",,ATLANTA,GA,30305,GA,3423 PIEDMONT ROAD,,ATLANTA,GA,30305,GA
0001677522,CRUZ BATTERY METALS CORP.,other,,,,0,0,,,000000000,,,,,0731,A1,"British Columbia, Canada",604-899-9150,,2905 - 700 WEST GEORGIA STREET,,VANCOUVER,A1,V7Y 1K8,"British Columbia, Canada",2905 - 700 WEST GEORGIA STREET,,VANCOUVER,A1,V7Y 1K8,"British Columbia, Canada"
0001898643,Mobilicom Ltd,other,3721,Aircraft,04 Manufacturing,0,0,"MOB,MOBBW","Nasdaq,Nasdaq",000000000,,,,Non-accelerated filer<br>Emerging growth company,1231,C3,Australia,61 413535222,,459 COLLINS STREET,LEVEL 21,MELBOURNE,C3,3000,Australia,459 COLLINS STREET,LEVEL 21,MELBOURNE,C3,3000,Australia
0001015155,CHARLES & COLVARD LTD,operating,3910,"Jewelry, Silverware & Plated Ware",04 Manufacturing,0,1,CTHR,Nasdaq,561928817,,,,Non-accelerated filer<br>Smaller reporting company,0630,NC,NC,9194680399,,170 SOUTHPORT DRIVE,,MORRISVILLE,NC,27560,NC,170 SOUTHPORT DRIVE,,MORRISVILLE,NC,27560,NC
0001643988,"Loop Media, Inc.",operating,7363,Services-Help Supply Services,07 Trade & Services,0,1,LPTV,OTC,473975872,,,,Non-accelerated filer<br>Smaller reporting company,0930,NV,NV,(213) 436-2100,,2600 WEST OLIVE AVENUE,SUITE 5470,BURBANK,CA,91505,CA,2600 WEST OLIVE AVENUE,SUITE 5470,BURBANK,CA,91505,CA
0001300734,"SHINECO, INC.",operating,0100,Agricultural Production-Crops,08 Industrial Applications and Services,0,1,SISI,Nasdaq,522175898,,,,Non-accelerated filer<br>Smaller reporting company,0630,,,(86) 10-68329620,,"T1, SOUTH TOWER",JIAZHAOYE SQUARE,"CHAOYANG DISTRICT, BEIJING,",F4,100022,China,"T1, SOUTH TOWER",JIAZHAOYE SQUARE,"CHAOYANG DISTRICT, BEIJING,",F4,100022,China
0001701478,"Azitra, Inc.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,AZTR,NYSE,464478536,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,1231,DE,DE,(203) 489-0183,,"21 BUSINESS PARK DRIVE, SUITE 6",,BRANFORD,CT,06405,CT,"21 BUSINESS PARK DRIVE, SUITE 6",,BRANFORD,CT,06405,CT
0000109657,"GT Biopharma, Inc.",operating,2834,Pharmaceutical Preparations,03 Life Sciences,0,1,GTBP,Nasdaq,941620407,,,,Non-accelerated filer<br>Smaller reporting company,1231,DE,DE,(800) 304-9888,,315 MONTGOMERY STREET,10TH FLOOR,SAN FRANCISCO,CA,94104,CA,315 MONTGOMERY STREET,10TH FLOOR,SAN FRANCISCO,CA,94104,CA
0001953588,Pan American Energy Corp. (Canada),other,,,,0,0,PAANF,OTC,000000000,,,,,0331,A1,"British Columbia, Canada",587-885-5970,,100 - 521 3RD AVENUE SW,,CALGARY,A0,T2P 3T3,"Alberta, Canada",100 - 521 3RD AVENUE SW,,CALGARY,A0,T2P 3T3,"Alberta, Canada"
0001404593,Medical Care Technologies Inc.,operating,7389,"Services-Business Services, NEC",07 Trade & Services,0,1,MDCE,OTC,000000000,,,,,1231,NV,NV,480-645-0750,,1910 S STAPLEY DRIVE,SUITE 221,MESA,AZ,85204,AZ,1910 S STAPLEY DRIVE,SUITE 221,MESA,AZ,85204,AZ
